,Team,Points,Wins,Draws,Looses,HomeWins,HomeDraws,HomeLooses,AwayWins,AwayDraws,AwayLooses,Goals,GoalsAgainst,HomeGoals,AwayGoals,HomeGoalsAgainst,AwayGoalsAgainst,Position,Shoots,ShootsAgainst,HomeShoots,AwayShoots,HomeShootsAgainst,AwayShootsAgainst,ShootsOnTarget,ShootsAgainstOnTarget,HomeShootsOnTarget,AwayShootsOnTarget,HomeShootsAgainstOnTarget,AwayShootsAgainstOnTarget,ShootsHitWoodwork,ShootsAgainstHitWoodwork,HomeShootsHitWoodwork,AwayShootsHitWoodwork,HomeShootsAgainstHitWoodwork,AwayShootsAgainstHitWoodwork,Corners,CornersAgainst,HomeCorners,AwayCorners,HomeCornersAgainst,AwayCornersAgainst,Fouls,FoulsReceived,HomeFouls,AwayFouls,HomeFoulsReceived,AwayFoulsReceived,Offsides,OffsidesAgainst,HomeOffsides,AwayOffsides,HomeOffsidesAgainst,AwayOffsidesAgainst,YellowCards,YellowCardsAgainst,HomeYellowCards,AwayYellowCards,HomeYellowCardsAgainst,AwayYellowCardsAgainst,RedCards,RedCardsAgainst,HomeRedCards,AwayRedCards,HomeRedCardsAgainst,AwayRedCardsAgainst
3,Barcelona,25.0,8.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,26.0,3.0,18.0,8.0,1.0,2.0,0.0,134.0,90.0,80.0,54.0,48.0,42.0,35.0,23.0,35.0,28.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,35.0,35.0,22.0,20.0,15.0,90.0,124.0,51.0,39.0,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Valencia,21.0,6.0,3.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,25.0,10.0,13.0,12.0,2.0,8.0,0.0,123.0,125.0,77.0,46.0,63.0,62.0,31.0,41.0,31.0,21.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,22.0,18.0,32.0,28.0,130.0,129.0,83.0,47.0,74.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Real Madrid,20.0,6.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,18.0,7.0,8.0,10.0,4.0,3.0,0.0,175.0,79.0,104.0,71.0,41.0,38.0,38.0,31.0,38.0,27.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,32.0,53.0,30.0,15.0,17.0,105.0,126.0,51.0,54.0,56.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Ath Madrid,19.0,5.0,4.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,14.0,5.0,4.0,10.0,1.0,4.0,0.0,96.0,107.0,35.0,61.0,35.0,72.0,12.0,39.0,12.0,26.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.0,17.0,15.0,11.0,26.0,114.0,121.0,32.0,82.0,42.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Leganes,17.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,8.0,3.0,3.0,5.0,2.0,1.0,0.0,106.0,93.0,61.0,45.0,45.0,48.0,24.0,23.0,24.0,22.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,42.0,18.0,6.0,18.0,24.0,146.0,142.0,76.0,70.0,86.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Sevilla,16.0,5.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,9.0,8.0,7.0,2.0,1.0,7.0,0.0,109.0,107.0,47.0,62.0,33.0,74.0,24.0,29.0,24.0,22.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,49.0,29.0,28.0,14.0,35.0,136.0,128.0,60.0,76.0,50.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Betis,16.0,5.0,1.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,19.0,17.0,13.0,6.0,8.0,9.0,0.0,99.0,121.0,66.0,33.0,48.0,73.0,27.0,40.0,27.0,13.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,59.0,29.0,11.0,23.0,36.0,117.0,100.0,64.0,53.0,53.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Villarreal,16.0,5.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,15.0,10.0,10.0,5.0,1.0,9.0,0.0,107.0,118.0,65.0,42.0,42.0,76.0,27.0,37.0,27.0,11.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,55.0,24.0,18.0,17.0,38.0,152.0,102.0,55.0,97.0,37.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Sociedad,14.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,20.0,18.0,11.0,9.0,11.0,7.0,0.0,133.0,99.0,79.0,54.0,51.0,48.0,31.0,36.0,31.0,19.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,39.0,43.0,26.0,22.0,17.0,99.0,137.0,56.0,43.0,83.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Ath Bilbao,11.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,10.0,10.0,4.0,6.0,2.0,8.0,0.0,98.0,115.0,46.0,52.0,49.0,66.0,15.0,49.0,15.0,23.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,38.0,25.0,21.0,16.0,22.0,134.0,130.0,65.0,69.0,54.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Celta,11.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,18.0,14.0,7.0,11.0,8.0,6.0,0.0,123.0,94.0,79.0,44.0,42.0,52.0,29.0,37.0,29.0,16.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,45.0,26.0,18.0,20.0,25.0,100.0,137.0,60.0,40.0,85.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Levante,11.0,2.0,5.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,9.0,11.0,8.0,1.0,6.0,5.0,0.0,104.0,115.0,78.0,26.0,63.0,52.0,20.0,43.0,20.0,6.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,54.0,32.0,10.0,26.0,28.0,126.0,109.0,92.0,34.0,82.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Espanol,10.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,8.0,12.0,6.0,2.0,3.0,9.0,0.0,103.0,141.0,63.0,40.0,57.0,84.0,16.0,49.0,16.0,14.0,18.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,56.0,25.0,19.0,16.0,40.0,112.0,110.0,47.0,65.0,48.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Getafe,9.0,2.0,3.0,4.0,1.0,0.0,3.0,1.0,3.0,1.0,11.0,10.0,6.0,5.0,5.0,5.0,0.0,101.0,86.0,53.0,48.0,35.0,51.0,18.0,38.0,18.0,16.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,43.0,21.0,19.0,20.0,23.0,163.0,121.0,69.0,94.0,48.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Girona,9.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,9.0,14.0,4.0,5.0,8.0,6.0,0.0,112.0,93.0,68.0,44.0,43.0,50.0,15.0,40.0,15.0,19.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,34.0,33.0,20.0,8.0,26.0,144.0,130.0,73.0,71.0,74.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,La Coruna,8.0,2.0,2.0,5.0,2.0,0.0,3.0,0.0,2.0,2.0,10.0,18.0,6.0,4.0,10.0,8.0,0.0,122.0,135.0,68.0,54.0,62.0,73.0,28.0,47.0,28.0,16.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,51.0,31.0,16.0,25.0,26.0,123.0,132.0,75.0,48.0,83.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Eibar,7.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,20.0,1.0,2.0,5.0,15.0,0.0,98.0,96.0,48.0,50.0,36.0,60.0,15.0,48.0,15.0,15.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.0,26.0,24.0,9.0,27.0,110.0,104.0,52.0,58.0,46.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Las Palmas,6.0,2.0,0.0,7.0,1.0,0.0,3.0,1.0,0.0,4.0,7.0,22.0,4.0,3.0,12.0,10.0,0.0,101.0,139.0,54.0,47.0,42.0,97.0,21.0,61.0,21.0,18.0,21.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,50.0,28.0,13.0,13.0,37.0,97.0,147.0,45.0,52.0,55.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Alaves,3.0,1.0,0.0,8.0,0.0,0.0,4.0,1.0,0.0,4.0,3.0,14.0,1.0,2.0,9.0,5.0,0.0,77.0,149.0,43.0,34.0,73.0,76.0,7.0,50.0,7.0,15.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,71.0,12.0,17.0,39.0,32.0,135.0,137.0,54.0,81.0,61.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Malaga,1.0,0.0,1.0,8.0,0.0,1.0,3.0,0.0,0.0,5.0,4.0,20.0,4.0,0.0,9.0,11.0,0.0,103.0,122.0,52.0,51.0,50.0,72.0,22.0,58.0,22.0,17.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,34.0,15.0,25.0,12.0,22.0,138.0,105.0,75.0,63.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Team,Points,Wins,Draws,Looses,HomeWins,HomeDraws,HomeLooses,AwayWins,AwayDraws,AwayLooses,Goals,GoalsAgainst,HomeGoals,AwayGoals,HomeGoalsAgainst,AwayGoalsAgainst,Position,Shoots,ShootsAgainst,HomeShoots,AwayShoots,HomeShootsAgainst,AwayShootsAgainst,ShootsOnTarget,ShootsAgainstOnTarget,HomeShootsOnTarget,AwayShootsOnTarget,HomeShootsAgainstOnTarget,AwayShootsAgainstOnTarget,ShootsHitWoodwork,ShootsAgainstHitWoodwork,HomeShootsHitWoodwork,AwayShootsHitWoodwork,HomeShootsAgainstHitWoodwork,AwayShootsAgainstHitWoodwork,Corners,CornersAgainst,HomeCorners,AwayCorners,HomeCornersAgainst,AwayCornersAgainst,Fouls,FoulsReceived,HomeFouls,AwayFouls,HomeFoulsReceived,AwayFoulsReceived,Offsides,OffsidesAgainst,HomeOffsides,AwayOffsides,HomeOffsidesAgainst,AwayOffsidesAgainst,YellowCards,YellowCardsAgainst,HomeYellowCards,AwayYellowCards,HomeYellowCardsAgainst,AwayYellowCardsAgainst,RedCards,RedCardsAgainst,HomeRedCards,AwayRedCards,HomeRedCardsAgainst,AwayRedCardsAgainst
3,Barcelona,28.0,9.0,1.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,28.0,3.0,18.0,10.0,1.0,2.0,0.0,151.0,107.0,80.0,71.0,48.0,59.0,35.0,28.0,35.0,33.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,41.0,35.0,26.0,20.0,21.0,102.0,139.0,51.0,51.0,64.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Valencia,24.0,7.0,3.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,27.0,11.0,13.0,14.0,2.0,9.0,0.0,130.0,141.0,77.0,53.0,63.0,78.0,31.0,47.0,31.0,23.0,21.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,66.0,22.0,22.0,32.0,34.0,148.0,148.0,83.0,65.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Real Madrid,20.0,6.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,19.0,9.0,8.0,11.0,4.0,5.0,0.0,190.0,94.0,104.0,86.0,41.0,53.0,38.0,35.0,38.0,33.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,34.0,53.0,37.0,15.0,19.0,116.0,147.0,51.0,65.0,56.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Ath Madrid,20.0,5.0,5.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,15.0,6.0,5.0,10.0,2.0,4.0,0.0,114.0,119.0,53.0,61.0,47.0,72.0,18.0,43.0,18.0,26.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,28.0,15.0,17.0,26.0,127.0,141.0,45.0,82.0,62.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Sevilla,19.0,6.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,3.0,11.0,9.0,9.0,2.0,2.0,7.0,0.0,118.0,117.0,56.0,62.0,43.0,74.0,29.0,30.0,29.0,22.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,55.0,34.0,28.0,20.0,35.0,152.0,147.0,76.0,76.0,69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Leganes,17.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,9.0,5.0,3.0,6.0,2.0,3.0,0.0,116.0,102.0,61.0,55.0,45.0,57.0,24.0,28.0,24.0,23.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,47.0,18.0,12.0,18.0,29.0,165.0,158.0,76.0,89.0,86.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Villarreal,17.0,5.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,16.0,11.0,10.0,6.0,1.0,10.0,0.0,119.0,136.0,65.0,54.0,42.0,94.0,27.0,43.0,27.0,15.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,66.0,24.0,24.0,17.0,49.0,172.0,115.0,55.0,117.0,37.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Betis,16.0,5.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,3.0,19.0,18.0,13.0,6.0,8.0,10.0,0.0,108.0,131.0,66.0,42.0,48.0,83.0,27.0,44.0,27.0,17.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,64.0,29.0,14.0,23.0,41.0,134.0,110.0,64.0,70.0,53.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Sociedad,14.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0,21.0,20.0,11.0,10.0,11.0,9.0,0.0,148.0,109.0,79.0,69.0,51.0,58.0,31.0,41.0,31.0,23.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,47.0,43.0,33.0,22.0,25.0,115.0,156.0,56.0,59.0,83.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Espanol,13.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0,9.0,12.0,7.0,2.0,3.0,9.0,0.0,113.0,150.0,73.0,40.0,66.0,84.0,20.0,53.0,20.0,14.0,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,59.0,30.0,19.0,19.0,40.0,122.0,127.0,57.0,65.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Getafe,12.0,3.0,3.0,4.0,2.0,0.0,3.0,1.0,3.0,1.0,13.0,11.0,8.0,5.0,6.0,5.0,0.0,111.0,101.0,63.0,48.0,50.0,51.0,23.0,42.0,23.0,16.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,29.0,19.0,27.0,23.0,182.0,137.0,88.0,94.0,64.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Girona,12.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,11.0,15.0,6.0,5.0,9.0,6.0,0.0,127.0,108.0,83.0,44.0,58.0,50.0,19.0,46.0,19.0,19.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,41.0,35.0,20.0,15.0,26.0,165.0,141.0,94.0,71.0,85.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Levante,12.0,2.0,6.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,11.0,13.0,8.0,3.0,6.0,7.0,0.0,107.0,131.0,78.0,29.0,63.0,68.0,20.0,49.0,20.0,8.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,60.0,32.0,12.0,26.0,34.0,142.0,117.0,92.0,50.0,82.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,La Coruna,11.0,3.0,2.0,5.0,2.0,0.0,3.0,1.0,2.0,2.0,13.0,19.0,6.0,7.0,10.0,9.0,0.0,137.0,148.0,68.0,69.0,62.0,86.0,28.0,52.0,28.0,21.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,59.0,31.0,21.0,25.0,34.0,138.0,143.0,75.0,63.0,83.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Celta,11.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,0.0,3.0,19.0,16.0,7.0,12.0,8.0,8.0,0.0,133.0,109.0,79.0,54.0,42.0,67.0,29.0,41.0,29.0,18.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,49.0,26.0,19.0,20.0,29.0,112.0,157.0,60.0,52.0,85.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Ath Bilbao,11.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,10.0,12.0,4.0,6.0,4.0,8.0,0.0,115.0,132.0,63.0,52.0,66.0,66.0,20.0,54.0,20.0,23.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,42.0,31.0,21.0,20.0,22.0,149.0,142.0,80.0,69.0,66.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Eibar,8.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,0.0,4.0,5.0,22.0,3.0,2.0,7.0,15.0,0.0,114.0,99.0,64.0,50.0,39.0,60.0,21.0,50.0,21.0,15.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,38.0,32.0,24.0,11.0,27.0,118.0,120.0,60.0,58.0,62.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Las Palmas,6.0,2.0,0.0,8.0,1.0,0.0,4.0,1.0,0.0,4.0,8.0,25.0,5.0,3.0,15.0,10.0,0.0,114.0,154.0,67.0,47.0,57.0,97.0,26.0,66.0,26.0,18.0,26.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,55.0,36.0,13.0,18.0,37.0,108.0,162.0,56.0,52.0,70.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Malaga,4.0,1.0,1.0,8.0,1.0,1.0,3.0,0.0,0.0,5.0,6.0,21.0,6.0,0.0,10.0,11.0,0.0,118.0,132.0,67.0,51.0,60.0,72.0,26.0,60.0,26.0,17.0,32.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,35.0,19.0,25.0,13.0,22.0,158.0,117.0,95.0,63.0,67.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Alaves,3.0,1.0,0.0,9.0,0.0,0.0,5.0,1.0,0.0,4.0,4.0,16.0,2.0,2.0,11.0,5.0,0.0,93.0,156.0,59.0,34.0,80.0,76.0,13.0,52.0,13.0,15.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,75.0,18.0,17.0,43.0,32.0,154.0,155.0,73.0,81.0,79.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Team,Points,Wins,Draws,Looses,HomeWins,HomeDraws,HomeLooses,AwayWins,AwayDraws,AwayLooses,Goals,GoalsAgainst,HomeGoals,AwayGoals,HomeGoalsAgainst,AwayGoalsAgainst,Position,Shoots,ShootsAgainst,HomeShoots,AwayShoots,HomeShootsAgainst,AwayShootsAgainst,ShootsOnTarget,ShootsAgainstOnTarget,HomeShootsOnTarget,AwayShootsOnTarget,HomeShootsAgainstOnTarget,AwayShootsAgainstOnTarget,ShootsHitWoodwork,ShootsAgainstHitWoodwork,HomeShootsHitWoodwork,AwayShootsHitWoodwork,HomeShootsAgainstHitWoodwork,AwayShootsAgainstHitWoodwork,Corners,CornersAgainst,HomeCorners,AwayCorners,HomeCornersAgainst,AwayCornersAgainst,Fouls,FoulsReceived,HomeFouls,AwayFouls,HomeFoulsReceived,AwayFoulsReceived,Offsides,OffsidesAgainst,HomeOffsides,AwayOffsides,HomeOffsidesAgainst,AwayOffsidesAgainst,YellowCards,YellowCardsAgainst,HomeYellowCards,AwayYellowCards,HomeYellowCardsAgainst,AwayYellowCardsAgainst,RedCards,RedCardsAgainst,HomeRedCards,AwayRedCards,HomeRedCardsAgainst,AwayRedCardsAgainst
3,Barcelona,31.0,10.0,1.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,30.0,4.0,20.0,10.0,2.0,2.0,0.0,169.0,115.0,98.0,71.0,56.0,59.0,41.0,31.0,41.0,33.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,44.0,38.0,26.0,23.0,21.0,112.0,151.0,61.0,51.0,76.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Valencia,27.0,8.0,3.0,0.0,5.0,1.0,0.0,3.0,2.0,0.0,30.0,11.0,16.0,14.0,2.0,9.0,0.0,143.0,154.0,90.0,53.0,76.0,78.0,38.0,53.0,38.0,23.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,73.0,26.0,22.0,39.0,34.0,159.0,161.0,94.0,65.0,87.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Real Madrid,23.0,7.0,2.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0,22.0,9.0,11.0,11.0,4.0,5.0,0.0,217.0,96.0,131.0,86.0,43.0,53.0,47.0,36.0,47.0,33.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,36.0,62.0,37.0,17.0,19.0,125.0,156.0,60.0,65.0,65.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Ath Madrid,23.0,6.0,5.0,0.0,2.0,2.0,0.0,4.0,3.0,0.0,16.0,6.0,5.0,11.0,2.0,4.0,0.0,125.0,133.0,53.0,72.0,47.0,86.0,18.0,44.0,18.0,29.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,28.0,19.0,17.0,30.0,137.0,158.0,45.0,92.0,62.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Villarreal,20.0,6.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,3.0,18.0,11.0,12.0,6.0,1.0,10.0,0.0,133.0,146.0,79.0,54.0,52.0,94.0,30.0,45.0,30.0,15.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,70.0,30.0,24.0,21.0,49.0,190.0,127.0,73.0,117.0,49.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
