,Team,Points,Wins,Draws,Looses,HomeWins,HomeDraws,HomeLooses,AwayWins,AwayDraws,AwayLooses,Goals,GoalsAgainst,HomeGoals,AwayGoals,HomeGoalsAgainst,AwayGoalsAgainst,Position,Shoots,ShootsAgainst,HomeShoots,AwayShoots,HomeShootsAgainst,AwayShootsAgainst,ShootsOnTarget,ShootsAgainstOnTarget,HomeShootsOnTarget,AwayShootsOnTarget,HomeShootsAgainstOnTarget,AwayShootsAgainstOnTarget,ShootsHitWoodwork,ShootsAgainstHitWoodwork,HomeShootsHitWoodwork,AwayShootsHitWoodwork,HomeShootsAgainstHitWoodwork,AwayShootsAgainstHitWoodwork,Corners,CornersAgainst,HomeCorners,AwayCorners,HomeCornersAgainst,AwayCornersAgainst,Fouls,FoulsReceived,HomeFouls,AwayFouls,HomeFoulsReceived,AwayFoulsReceived,Offsides,OffsidesAgainst,HomeOffsides,AwayOffsides,HomeOffsidesAgainst,AwayOffsidesAgainst,YellowCards,YellowCardsAgainst,HomeYellowCards,AwayYellowCards,HomeYellowCardsAgainst,AwayYellowCardsAgainst,RedCards,RedCardsAgainst,HomeRedCards,AwayRedCards,HomeRedCardsAgainst,AwayRedCardsAgainst
10,La Coruna,4.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,2.0,7.0,15.0,3.0,4.0,7.0,8.0,0.0,81.0,97.0,38.0,43.0,39.0,58.0,13.0,32.0,13.0,13.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,14.0,15.0,13.0,16.0,88.0,85.0,50.0,38.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Malaga,1.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,14.0,4.0,0.0,7.0,7.0,0.0,66.0,79.0,39.0,27.0,31.0,48.0,17.0,40.0,17.0,8.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,11.0,16.0,10.0,14.0,94.0,63.0,54.0,40.0,34.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Alaves,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,10.0,1.0,0.0,7.0,3.0,0.0,54.0,111.0,35.0,19.0,60.0,51.0,7.0,39.0,7.0,9.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,8.0,8.0,30.0,18.0,97.0,101.0,43.0,54.0,54.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Team,Points,Wins,Draws,Looses,HomeWins,HomeDraws,HomeLooses,AwayWins,AwayDraws,AwayLooses,Goals,GoalsAgainst,HomeGoals,AwayGoals,HomeGoalsAgainst,AwayGoalsAgainst,Position,Shoots,ShootsAgainst,HomeShoots,AwayShoots,HomeShootsAgainst,AwayShootsAgainst,ShootsOnTarget,ShootsAgainstOnTarget,HomeShootsOnTarget,AwayShootsOnTarget,HomeShootsAgainstOnTarget,AwayShootsAgainstOnTarget,ShootsHitWoodwork,ShootsAgainstHitWoodwork,HomeShootsHitWoodwork,AwayShootsHitWoodwork,HomeShootsAgainstHitWoodwork,AwayShootsAgainstHitWoodwork,Corners,CornersAgainst,HomeCorners,AwayCorners,HomeCornersAgainst,AwayCornersAgainst,Fouls,FoulsReceived,HomeFouls,AwayFouls,HomeFoulsReceived,AwayFoulsReceived,Offsides,OffsidesAgainst,HomeOffsides,AwayOffsides,HomeOffsidesAgainst,AwayOffsidesAgainst,YellowCards,YellowCardsAgainst,HomeYellowCards,AwayYellowCards,HomeYellowCardsAgainst,AwayYellowCardsAgainst,RedCards,RedCardsAgainst,HomeRedCards,AwayRedCards,HomeRedCardsAgainst,AwayRedCardsAgainst
3,Barcelona,21.0,7.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,23.0,2.0,16.0,7.0,1.0,1.0,0.0,107.0,72.0,68.0,39.0,35.0,37.0,31.0,14.0,31.0,21.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,31.0,21.0,17.0,13.0,70.0,101.0,41.0,29.0,53.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Sevilla,16.0,5.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,9.0,3.0,7.0,2.0,1.0,2.0,0.0,77.0,74.0,47.0,30.0,33.0,41.0,24.0,19.0,24.0,11.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,36.0,29.0,12.0,14.0,22.0,106.0,95.0,60.0,46.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Valencia,15.0,4.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,15.0,7.0,9.0,6.0,2.0,5.0,0.0,92.0,94.0,59.0,33.0,45.0,49.0,23.0,30.0,23.0,12.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,43.0,15.0,13.0,22.0,21.0,104.0,97.0,68.0,36.0,53.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Ath Madrid,15.0,4.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,12.0,4.0,3.0,9.0,0.0,4.0,0.0,87.0,73.0,30.0,57.0,20.0,53.0,8.0,24.0,8.0,24.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.0,15.0,11.0,10.0,22.0,83.0,98.0,20.0,63.0,32.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Real Madrid,14.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,13.0,6.0,5.0,8.0,4.0,2.0,0.0,144.0,62.0,89.0,55.0,32.0,30.0,31.0,26.0,31.0,21.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,26.0,48.0,23.0,13.0,13.0,88.0,96.0,42.0,46.0,49.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Betis,13.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,14.0,11.0,8.0,6.0,2.0,9.0,0.0,74.0,101.0,41.0,33.0,28.0,73.0,16.0,28.0,16.0,13.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,49.0,16.0,11.0,13.0,36.0,88.0,80.0,35.0,53.0,33.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Leganes,11.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,0.0,72.0,73.0,46.0,26.0,38.0,35.0,20.0,17.0,20.0,13.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,35.0,14.0,4.0,15.0,20.0,109.0,106.0,60.0,49.0,71.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Villarreal,10.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,9.0,9.0,6.0,3.0,1.0,8.0,0.0,77.0,88.0,40.0,37.0,26.0,62.0,18.0,29.0,18.0,9.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,41.0,15.0,17.0,11.0,30.0,118.0,81.0,41.0,77.0,28.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Sociedad,10.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,17.0,17.0,10.0,7.0,10.0,7.0,0.0,101.0,87.0,60.0,41.0,47.0,40.0,26.0,35.0,26.0,13.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,34.0,33.0,17.0,21.0,13.0,80.0,111.0,44.0,36.0,68.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Levante,9.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,8.0,10.0,7.0,1.0,5.0,5.0,0.0,86.0,86.0,73.0,13.0,54.0,32.0,19.0,32.0,19.0,3.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,43.0,29.0,6.0,24.0,19.0,95.0,84.0,74.0,21.0,66.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Ath Bilbao,8.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,3.0,6.0,2.0,7.0,0.0,76.0,86.0,31.0,45.0,35.0,51.0,13.0,39.0,13.0,22.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28.0,19.0,18.0,10.0,18.0,101.0,105.0,47.0,54.0,45.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Espanol,8.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,7.0,11.0,6.0,1.0,3.0,8.0,0.0,79.0,109.0,43.0,36.0,44.0,65.0,10.0,41.0,10.0,13.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,42.0,16.0,18.0,12.0,30.0,88.0,85.0,38.0,50.0,35.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Celta,8.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,13.0,11.0,7.0,6.0,7.0,4.0,0.0,90.0,66.0,60.0,30.0,38.0,28.0,21.0,24.0,21.0,9.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,27.0,22.0,15.0,16.0,11.0,75.0,105.0,47.0,28.0,66.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Getafe,8.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,9.0,7.0,5.0,4.0,3.0,4.0,0.0,84.0,65.0,45.0,39.0,19.0,46.0,15.0,31.0,15.0,11.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,17.0,17.0,13.0,20.0,124.0,95.0,46.0,78.0,40.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,La Coruna,7.0,2.0,1.0,4.0,2.0,0.0,2.0,0.0,1.0,2.0,9.0,16.0,5.0,4.0,8.0,8.0,0.0,96.0,107.0,53.0,43.0,49.0,58.0,22.0,35.0,22.0,13.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,22.0,15.0,18.0,16.0,104.0,107.0,66.0,38.0,67.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Eibar,6.0,2.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,17.0,1.0,2.0,5.0,12.0,0.0,74.0,70.0,33.0,41.0,25.0,45.0,9.0,38.0,9.0,13.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,30.0,16.0,22.0,8.0,22.0,94.0,85.0,43.0,51.0,36.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Las Palmas,6.0,2.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,3.0,5.0,13.0,2.0,3.0,7.0,6.0,0.0,61.0,100.0,30.0,31.0,28.0,72.0,10.0,45.0,10.0,13.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,38.0,14.0,7.0,10.0,28.0,75.0,121.0,32.0,43.0,43.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Girona,6.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,6.0,11.0,3.0,3.0,6.0,5.0,0.0,85.0,73.0,54.0,31.0,38.0,35.0,12.0,32.0,12.0,13.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,25.0,13.0,7.0,17.0,116.0,101.0,61.0,55.0,54.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Alaves,3.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,10.0,1.0,2.0,7.0,3.0,0.0,62.0,124.0,35.0,27.0,60.0,64.0,7.0,39.0,7.0,12.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,56.0,8.0,12.0,30.0,26.0,115.0,112.0,43.0,72.0,54.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Malaga,1.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,16.0,4.0,0.0,7.0,9.0,0.0,77.0,91.0,39.0,38.0,31.0,60.0,17.0,45.0,17.0,12.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,28.0,11.0,22.0,10.0,18.0,106.0,74.0,54.0,52.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Team,Points,Wins,Draws,Looses,HomeWins,HomeDraws,HomeLooses,AwayWins,AwayDraws,AwayLooses,Goals,GoalsAgainst,HomeGoals,AwayGoals,HomeGoalsAgainst,AwayGoalsAgainst,Position,Shoots,ShootsAgainst,HomeShoots,AwayShoots,HomeShootsAgainst,AwayShootsAgainst,ShootsOnTarget,ShootsAgainstOnTarget,HomeShootsOnTarget,AwayShootsOnTarget,HomeShootsAgainstOnTarget,AwayShootsAgainstOnTarget,ShootsHitWoodwork,ShootsAgainstHitWoodwork,HomeShootsHitWoodwork,AwayShootsHitWoodwork,HomeShootsAgainstHitWoodwork,AwayShootsAgainstHitWoodwork,Corners,CornersAgainst,HomeCorners,AwayCorners,HomeCornersAgainst,AwayCornersAgainst,Fouls,FoulsReceived,HomeFouls,AwayFouls,HomeFoulsReceived,AwayFoulsReceived,Offsides,OffsidesAgainst,HomeOffsides,AwayOffsides,HomeOffsidesAgainst,AwayOffsidesAgainst,YellowCards,YellowCardsAgainst,HomeYellowCards,AwayYellowCards,HomeYellowCardsAgainst,AwayYellowCardsAgainst,RedCards,RedCardsAgainst,HomeRedCards,AwayRedCards,HomeRedCardsAgainst,AwayRedCardsAgainst
3,Barcelona,22.0,7.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,24.0,3.0,16.0,8.0,1.0,2.0,0.0,122.0,77.0,68.0,54.0,35.0,42.0,31.0,18.0,31.0,28.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,32.0,31.0,22.0,17.0,15.0,80.0,113.0,41.0,39.0,53.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Valencia,18.0,5.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,21.0,10.0,9.0,12.0,2.0,8.0,0.0,105.0,107.0,59.0,46.0,45.0,62.0,23.0,36.0,23.0,21.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,50.0,15.0,18.0,22.0,28.0,115.0,108.0,68.0,47.0,53.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Real Madrid,17.0,5.0,2.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,15.0,7.0,5.0,10.0,4.0,3.0,0.0,160.0,70.0,89.0,71.0,32.0,38.0,31.0,29.0,31.0,27.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,48.0,30.0,13.0,17.0,96.0,119.0,42.0,54.0,49.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Sevilla,16.0,5.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,9.0,4.0,7.0,2.0,1.0,3.0,0.0,91.0,89.0,47.0,44.0,33.0,56.0,24.0,21.0,24.0,17.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,42.0,29.0,18.0,14.0,28.0,115.0,113.0,60.0,55.0,50.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Ath Madrid,16.0,4.0,4.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,13.0,5.0,4.0,9.0,1.0,4.0,0.0,92.0,88.0,35.0,57.0,35.0,53.0,12.0,31.0,12.0,24.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,17.0,11.0,11.0,22.0,95.0,108.0,32.0,63.0,42.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Leganes,14.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,7.0,3.0,2.0,5.0,2.0,1.0,0.0,91.0,86.0,46.0,45.0,38.0,48.0,20.0,22.0,20.0,22.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,39.0,14.0,6.0,15.0,24.0,130.0,127.0,60.0,70.0,71.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Betis,13.0,4.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,17.0,17.0,11.0,6.0,8.0,9.0,0.0,87.0,114.0,54.0,33.0,41.0,73.0,22.0,37.0,22.0,13.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,54.0,23.0,11.0,18.0,36.0,99.0,91.0,46.0,53.0,44.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Villarreal,13.0,4.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,11.0,10.0,6.0,5.0,1.0,9.0,0.0,82.0,102.0,40.0,42.0,26.0,76.0,18.0,32.0,18.0,11.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,49.0,15.0,18.0,11.0,38.0,138.0,93.0,41.0,97.0,28.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Sociedad,13.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,19.0,17.0,10.0,9.0,10.0,7.0,0.0,114.0,95.0,60.0,54.0,47.0,48.0,26.0,35.0,26.0,19.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,38.0,33.0,26.0,21.0,17.0,87.0,122.0,44.0,43.0,68.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Celta,11.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,18.0,13.0,7.0,11.0,7.0,6.0,0.0,104.0,90.0,60.0,44.0,38.0,52.0,21.0,35.0,21.0,16.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,41.0,22.0,18.0,16.0,25.0,87.0,118.0,47.0,40.0,66.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Ath Bilbao,11.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,10.0,9.0,4.0,6.0,2.0,7.0,0.0,91.0,100.0,46.0,45.0,49.0,51.0,15.0,45.0,15.0,22.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,34.0,25.0,18.0,16.0,18.0,119.0,114.0,65.0,54.0,54.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Levante,10.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,8.0,10.0,7.0,1.0,5.0,5.0,0.0,99.0,106.0,73.0,26.0,54.0,52.0,19.0,38.0,19.0,6.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,52.0,29.0,10.0,24.0,28.0,108.0,93.0,74.0,34.0,66.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Espanol,9.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,11.0,6.0,1.0,3.0,8.0,0.0,99.0,122.0,63.0,36.0,57.0,65.0,16.0,44.0,16.0,13.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,25.0,18.0,16.0,30.0,97.0,98.0,47.0,50.0,48.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Getafe,8.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,10.0,9.0,6.0,4.0,5.0,4.0,0.0,92.0,81.0,53.0,39.0,35.0,46.0,18.0,37.0,18.0,11.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,40.0,21.0,17.0,20.0,20.0,147.0,103.0,69.0,78.0,48.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,La Coruna,8.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,9.0,16.0,5.0,4.0,8.0,8.0,0.0,107.0,122.0,53.0,54.0,49.0,73.0,22.0,41.0,22.0,16.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,44.0,22.0,16.0,18.0,26.0,114.0,116.0,66.0,48.0,67.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Eibar,7.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,17.0,1.0,2.0,5.0,12.0,0.0,89.0,81.0,48.0,41.0,36.0,45.0,15.0,41.0,15.0,13.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,31.0,26.0,22.0,9.0,22.0,103.0,95.0,52.0,51.0,46.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Las Palmas,6.0,2.0,0.0,6.0,1.0,0.0,3.0,1.0,0.0,3.0,7.0,18.0,4.0,3.0,12.0,6.0,0.0,85.0,114.0,54.0,31.0,42.0,72.0,21.0,52.0,21.0,13.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,41.0,28.0,7.0,13.0,28.0,88.0,133.0,45.0,43.0,55.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Girona,6.0,1.0,3.0,4.0,1.0,1.0,3.0,0.0,2.0,1.0,7.0,13.0,4.0,3.0,8.0,5.0,0.0,99.0,78.0,68.0,31.0,43.0,35.0,15.0,34.0,15.0,13.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,25.0,33.0,13.0,8.0,17.0,128.0,121.0,73.0,55.0,74.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Alaves,3.0,1.0,0.0,7.0,0.0,0.0,4.0,1.0,0.0,3.0,3.0,12.0,1.0,2.0,9.0,3.0,0.0,70.0,137.0,43.0,27.0,73.0,64.0,7.0,45.0,7.0,12.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.0,12.0,12.0,39.0,26.0,126.0,119.0,54.0,72.0,61.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Malaga,1.0,0.0,1.0,7.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,18.0,4.0,0.0,9.0,9.0,0.0,90.0,110.0,52.0,38.0,50.0,60.0,22.0,54.0,22.0,12.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,30.0,15.0,22.0,12.0,18.0,127.0,95.0,75.0,52.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Team,Points,Wins,Draws,Looses,HomeWins,HomeDraws,HomeLooses,AwayWins,AwayDraws,AwayLooses,Goals,GoalsAgainst,HomeGoals,AwayGoals,HomeGoalsAgainst,AwayGoalsAgainst,Position,Shoots,ShootsAgainst,HomeShoots,AwayShoots,HomeShootsAgainst,AwayShootsAgainst,ShootsOnTarget,ShootsAgainstOnTarget,HomeShootsOnTarget,AwayShootsOnTarget,HomeShootsAgainstOnTarget,AwayShootsAgainstOnTarget,ShootsHitWoodwork,ShootsAgainstHitWoodwork,HomeShootsHitWoodwork,AwayShootsHitWoodwork,HomeShootsAgainstHitWoodwork,AwayShootsAgainstHitWoodwork,Corners,CornersAgainst,HomeCorners,AwayCorners,HomeCornersAgainst,AwayCornersAgainst,Fouls,FoulsReceived,HomeFouls,AwayFouls,HomeFoulsReceived,AwayFoulsReceived,Offsides,OffsidesAgainst,HomeOffsides,AwayOffsides,HomeOffsidesAgainst,AwayOffsidesAgainst,YellowCards,YellowCardsAgainst,HomeYellowCards,AwayYellowCards,HomeYellowCardsAgainst,AwayYellowCardsAgainst,RedCards,RedCardsAgainst,HomeRedCards,AwayRedCards,HomeRedCardsAgainst,AwayRedCardsAgainst
